"FIRE_NUM,C,25","FIRE_YEAR,N,4,0","RSPNCE_TYP,C,200","IGNITN_DT,D","FIREOUT_DT,D","STATUS,C,30","FIRE_CAUSE,C,10","FIRE_CENTR,N,10,0","ZONE,N,10,0","FIRE_ID,N,10,0","GEOGRAPHIC,C,254","LATITUDE,N,11,4","LONGITUDE,N,11,4","CURRENT_SZ,N,9,3","FIRE_LINK,C,254"
K21793,2023,,07/17/2023,,Under Control,Lightning,5,2,1793,North Honeymoon FSR,51.294,-119.5045,3.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21793
C11471,2023,,07/09/2023,,Under Control,Lightning,7,1,1471,NW of Rainbow Lake,53.0117,-123.6272,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C11471
K41357,2023,Full,07/07/2023,07/09/2023,Out,Lightning,5,4,1357,Tsuius Creek,50.7286,-118.5026,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K41357
G61226,2023,Full,07/06/2023,07/08/2023,Out,Lightning,4,6,1226,Skog Mountain,55.1057,-123.4707,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G61226
K61276,2023,Full,07/08/2023,07/08/2023,Out,Lightning,5,6,1276,Allison Lake,49.6807,-120.5859,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K61276
K41935,2023,Full,07/20/2023,07/20/2023,Out,Lightning,5,4,1935,Squilax Mountain,50.8557,-119.533,0.03,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K41935
N11014,2023,Full,06/28/2023,06/30/2023,Out,Lightning,6,1,1014,Kootaney River,49.4961,-115.5202,0.01,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N11014
N70768,2023,Full,06/13/2023,06/16/2023,Out,Lightning,6,7,768,Argenta Creek,50.1891,-116.9068,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N70768
G60917,2023,Full,06/25/2023,06/27/2023,Out,Lightning,4,6,917,Klawii River,55.4498,-124.6222,2.6,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G60917
K60970,2023,Full,06/28/2023,06/29/2023,Out,Lightning,5,6,970,Alleyne Lake,49.9101,-120.5808,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K60970
N60330,2023,Full,05/15/2023,05/16/2023,Out,Lightning,6,6,330,Morrissey Creek,49.0346,-118.386,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N60330
G70583,2023,Full,06/03/2023,06/05/2023,Out,Lightning,4,7,583,Tworidge Mountain,55.8621,-122.0076,0.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G70583
G90623,2023,Full,06/04/2023,06/05/2023,Out,Lightning,4,9,623,14 Kilometers West of Snake River,58.8302,-122.4673,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G90623
N71554,2023,Full,07/09/2023,07/11/2023,Out,Lightning,6,7,1554,Mt Nelson,49.5287,-117.3173,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N71554
N60465,2023,Full,05/18/2023,05/30/2023,Out,Lightning,6,6,465,Ouellette Creek,49.3172,-118.9219,3.3,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N60465
K50387,2023,Full,05/18/2023,05/20/2023,Out,Lightning,5,5,387,Good Creek,49.7607,-119.6051,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K50387
K21763,2023,Full,07/16/2023,07/18/2023,Out,Unknown,5,2,1763,Pisima Lake,51.1603,-119.487,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21763
K61203,2023,Full,07/07/2023,07/07/2023,Out,Lightning,5,6,1203,Pike Mountain,49.6512,-120.6841,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K61203
N21941,2023,Full,07/17/2023,07/20/2023,Out,Lightning,6,2,1941,Vowell Creek,50.754,-116.6905,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N21941
N41766,2023,Modified,07/15/2023,07/18/2023,Out,Lightning,6,4,1766,S of Pat Creek,51.9294,-118.6129,0.022,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N41766
G11017,2023,Full,06/29/2023,07/01/2023,Out,Lightning,4,1,1017,Baitmen Quarry,54.0626,-122.33,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11017
K61461,2023,Full,07/09/2023,07/10/2023,Out,Lightning,5,6,1461,Dillard FSR,49.8022,-120.6014,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K61461
K40761,2023,Full,06/12/2023,06/15/2023,Out,Lightning,5,4,761,Kate Creek FSR,50.4358,-118.4622,0.4,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K40761
G71193,2023,Full,07/05/2023,07/08/2023,Out,Lightning,4,7,1193,Minstik Creek,55.3015,-120.4179,0.44,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G71193
G41000,2023,Full,06/29/2023,06/29/2023,Out,Lightning,4,4,1000,20 km Berta FSR,53.5786,-123.6712,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41000
G61529,2023,Full,07/10/2023,07/12/2023,Out,Lightning,4,6,1529,Manson Lake,55.6552,-124.2916,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G61529
G11002,2023,Full,06/29/2023,06/29/2023,Out,Lightning,4,1,1002,Butcherflats Creek,53.5382,-123.3113,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11002
N20466,2023,Modified,05/17/2023,06/09/2023,Out,Lightning,6,2,466,Mitchell Ridge,50.6875,-115.8263,40,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N20466
G91549,2023,Full,07/10/2023,07/12/2023,Out,Lightning,4,9,1549,Komie Creek,59.0556,-122.0576,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G91549
N10537,2023,Full,05/28/2023,05/31/2023,Out,Lightning,6,1,537,Koocanusa Lake,49.2651,-115.2877,0.04,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N10537
N41891,2023,Full,07/18/2023,07/20/2023,Out,Unknown,6,4,1891,Bush Arm,51.7677,-117.567,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N41891
G70900,2023,Full,06/24/2023,06/26/2023,Out,Lightning,4,7,900,Jackfish Lake,55.7984,-121.5183,0.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G70900
K60616,2023,Full,06/01/2023,06/07/2023,Out,Lightning,5,6,616,Lodwick Lake,49.7427,-120.7135,0.3,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K60616
K61957,2023,Full,07/20/2023,,Being Held,Lightning,5,6,1957,Dillard Creek,49.8252,-120.6037,1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K61957
G70472,2023,Full,05/21/2023,,Under Control,Lightning,4,7,472,Babcock Creek,54.89,-120.9797,4,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G70472
N70648,2023,Full,05/29/2023,07/14/2023,Out,Lightning,6,7,648,Coot Lake,50.6625,-117.0715,0.13,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N70648
R41842,2023,Full,07/16/2023,07/18/2023,Out,Lightning,3,4,1842,10km SW of Gitanyow,55.2293,-128.0856,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R41842
K50375,2023,Full,05/18/2023,05/19/2023,Out,Lightning,5,5,375,2.5 Km off Bear Main FSR,49.936,-119.5454,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K50375
N41481,2023,Full,07/09/2023,07/13/2023,Out,Lightning,6,4,1481,Big Mouth FSR,51.8334,-118.4589,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N41481
N10334,2023,Full,05/15/2023,05/16/2023,Out,Lightning,6,1,334,Monroe Creek,49.3763,-115.8587,0.01,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N10334
G30554,2023,Full,05/31/2023,06/01/2023,Out,Lightning,4,3,554,Glacier Creek,52.6877,-119.0777,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G30554
K61693,2023,Full,07/13/2023,07/15/2023,Out,Lightning,5,6,1693,Pimainus Creek,50.4266,-121.2472,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K61693
K60914,2023,Full,06/25/2023,06/27/2023,Out,Lightning,5,6,914,Britton Creek,49.606,-121.0068,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K60914
G90805,2023,Full,06/14/2023,06/21/2023,Out,Lightning,4,9,805,Sahcho Creek,58.7124,-120.667,33,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G90805
G80619,2023,Full,06/03/2023,06/05/2023,Out,Lightning,4,8,619,Arrow Creek,57.1712,-120.8108,0.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80619
G11180,2023,Full,07/06/2023,07/07/2023,Out,Lightning,4,1,1180,La Pierre Creek,53.8445,-122.34,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11180
C31660,2023,Full,07/11/2023,07/13/2023,Out,Lightning,7,3,1660,1.2km N of Hen Ingram Lake,52.4749,-120.9933,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C31660
K60347,2023,Full,05/16/2023,05/17/2023,Out,Lightning,5,6,347,Bonlin Road,49.4655,-120.556,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K60347
V11254,2023,Full,07/07/2023,07/16/2023,Out,Lightning,2,1,1254,Cantelon Creek,49.2159,-121.4243,0.9,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V11254
G70659,2023,Full,06/07/2023,06/08/2023,Out,Lightning,4,7,659,High Hat River,55.4618,-121.955,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G70659
G80642,2023,Full,06/04/2023,06/06/2023,Out,Lightning,4,8,642,Two Bit Creek,57.0475,-122.9357,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80642
K61692,2023,Full,07/12/2023,07/17/2023,Out,Lightning,5,6,1692,Papsilque Creek,50.37,-121.1586,1.4,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K61692
K61127,2023,Full,06/28/2023,07/05/2023,Out,Lightning,5,6,1127,Shea Lake,49.8952,-120.7488,0.07,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K61127
C30449,2023,Full,05/20/2023,05/22/2023,Out,Lightning,7,3,449,1km NE of Doreen Creek,52.3361,-120.9056,0.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C30449
K40878,2023,Full,06/24/2023,06/27/2023,Out,Lightning,5,4,878,2km Sugar Lake FSR,50.3702,-118.535,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K40878
C41171,2023,Full,07/06/2023,07/08/2023,Out,Lightning,7,4,1171,1.3km E of McNeil Lake,52.0748,-120.6046,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C41171
K61969,2023,Full,07/20/2023,,Being Held,Lightning,5,6,1969,Quilchena Creek,49.9744,-120.5516,8.4,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K61969
N71820,2023,Full,07/17/2023,07/17/2023,Out,Lightning,6,7,1820,Harrop Creek,49.5329,-117.0575,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N71820
G10470,2023,Full,05/21/2023,05/24/2023,Out,Lightning,4,1,470,Anzac River,54.8725,-122.289,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G10470
K40402,2023,Full,05/18/2023,05/20/2023,Out,Lightning,5,4,402,Griffin FSR,50.9282,-118.7083,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K40402
G80839,2023,Full,06/16/2023,,Under Control,Lightning,4,8,839,Kahntah River,57.9621,-121.0441,116.03,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80839
K61125,2023,Full,07/02/2023,07/06/2023,Out,Lightning,5,6,1125,Placer Creek,49.1785,-120.507,0.27,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K61125
K61631,2023,Full,07/12/2023,07/13/2023,Out,Lightning,5,6,1631,Combination Creek,49.2918,-120.5428,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K61631
G80873,2023,Full,06/23/2023,06/25/2023,Out,Lightning,4,8,873,Umbach creek,56.9411,-121.2232,0.4,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80873
G91691,2023,Full,07/10/2023,07/15/2023,Out,Lightning,4,9,1691,Utahn Creek,58.8876,-122.1163,0.02,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G91691
N50762,2023,Modified,06/06/2023,06/19/2023,Out,Lightning,6,5,762,Elise Creek,49.337,-117.1966,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N50762
G80227,2023,Full,05/05/2023,05/06/2023,Out,Person,4,8,227,14970 Rose Prairie Road,56.3967,-120.8254,7,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80227
G71046,2023,Full,07/01/2023,07/01/2023,Out,Lightning,4,7,1046,"Old Alaskan HWY, 22 Road",55.6912,-121.6146,0.15,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G71046
V60773,2023,Full,06/13/2023,06/13/2023,Out,Unknown,2,6,773,Willy Island,48.895,-123.6583,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V60773
C41012,2023,Full,06/21/2023,07/01/2023,Out,Person,7,4,1012,3km E of Tubbs Lake,51.7792,-121.2205,0.03,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C41012
K51040,2023,Full,07/01/2023,07/06/2023,Out,Person,5,5,1040,Knox Mountain,49.9078,-119.4818,6.3,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K51040
K40277,2023,Full,05/11/2023,05/12/2023,Out,Person,5,4,277,Rattlesnake Hill,50.2035,-119.2753,0.49,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K40277
K20006,2023,Full,04/04/2023,04/13/2023,Out,Person,5,2,6,Drinkwater,50.5651,-121.2967,16.03,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K20006
K70037,2023,Full,04/14/2023,04/25/2023,Out,Person,5,7,37,Carpenter Flats,50.8679,-122.8326,13,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K70037
K20066,2023,Full,04/20/2023,04/21/2023,Out,Person,5,2,66,Niskonlith Lake,50.7917,-119.7597,5.7,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K20066
K70060,2023,Full,04/18/2023,04/26/2023,Out,Person,5,7,60,South East Skwish Creek,50.8742,-121.8337,28.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K70060
G40090,2023,Full,04/26/2023,04/26/2023,Out,Person,4,4,90,Francois Lake Road,54.0313,-124.9389,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G40090
V50176,2023,Full,05/03/2023,05/04/2023,Out,Person,2,5,176,East of Heron rd,49.5033,-123.7436,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V50176
N50341,2023,Full,05/16/2023,05/16/2023,Out,Person,6,5,341,Koch Creek,49.6158,-117.7456,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N50341
R30467,2023,Full,05/21/2023,05/21/2023,Out,Person,3,3,467,0.4km E of Coffin Lake,54.5855,-126.8778,1.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R30467
G10224,2023,Full,05/05/2023,05/09/2023,Out,Person,4,1,224,"East Of Salmon Valley, West of Fraser River",54.0933,-122.5482,1.15,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G10224
R30209,2023,Modified,05/04/2023,05/09/2023,Out,Person,3,3,209,Off Banff Ave,54.8,-127.1897,1.3,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R30209
K40529,2023,Full,05/27/2023,05/29/2023,Out,Person,5,4,529,4.5 km King-Edward FSR,50.1971,-119.1741,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K40529
V70525,2023,Full,05/28/2023,05/29/2023,Out,Person,2,7,525,4.7 KM W of Sproat Lake,49.2925,-125.2701,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V70525
V80498,2023,Full,05/25/2023,05/25/2023,Out,Person,2,8,498,E of Wood Mountian Ski Park,49.6614,-125.1581,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V80498
G90259,2023,Full,04/04/2023,06/01/2023,Out,Person,4,9,259,McConachie Creek,58.8459,-122.6582,1.25,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G90259
K70407,2023,Full,05/19/2023,05/23/2023,Out,Person,5,7,407,Riley Creek,50.6048,-121.8425,0.4,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K70407
V30337,2023,Full,05/16/2023,05/17/2023,Out,Unknown,2,3,337,Cat Lake,49.8002,-123.1021,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V30337
N50136,2023,Full,04/29/2023,05/03/2023,Out,Person,6,5,136,Fairhurst Creek,50.0777,-117.9176,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=N50136
V60346,2023,Full,05/16/2023,05/17/2023,Out,Person,2,6,346,2km N of Dunsmuir Creek,49.0538,-124.2085,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V60346
V60367,2023,Full,05/18/2023,05/18/2023,Out,Person,2,6,367,East of First Creek,48.4256,-124.0623,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V60367
V70600,2023,Full,06/03/2023,,Under Control,Person,2,7,600,"West of Hwy 4, Cameron Lake",49.2773,-124.6148,229,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V70600
V70001,2023,Full,04/01/2023,04/06/2023,Out,Person,2,7,1,N of Great Central Lake,49.3549,-125.0876,2.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V70001
R11592,2023,,07/12/2023,,Out of Control,Unknown,3,1,1592,1.8 km SE from Hault Lake,53.4714,-125.2031,203.8,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R11592
G80245,2023,Full,05/06/2023,05/09/2023,Out,Person,4,8,245,Upper Cache,56.4426,-121.5235,19.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G80245
R31464,2023,,07/09/2023,07/11/2023,Out,Lightning,3,3,1464,1mi S Nilkitkwa Dam,55.412,-126.7031,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R31464
G60651,2023,Full,06/06/2023,,Out of Control,Lightning,4,6,651,Mesalinka River,56.3722,-124.7447,15176,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G60651
G60861,2023,Full,06/23/2023,,Out of Control,Lightning,4,6,861,3 Miles SW of Porcupine Mountain,55.3665,-124.4427,6994,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G60861
C50678,2023,,06/08/2023,06/11/2023,Out,Person,7,5,678,E of Anah Lake,52.1206,-123.2388,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C50678
C11557,2023,Full,07/10/2023,07/12/2023,Out,Lightning,7,1,1557,3.4km N of Soap Lake,52.4553,-122.5101,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=C11557
G42112,2023,,07/22/2023,,Out of Control,Lightning,4,4,2112,Tsah Creek,54.2474,-124.2416,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G42112
V70783,2023,Full,06/14/2023,06/16/2023,Out,Unknown,2,7,783,Flora Lake,48.8645,-124.7228,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=V70783
VA1638,2023,,07/12/2023,,Out of Control,Lightning,2,10,1638,1.7 KM N of Craig Creek,52.7022,-126.4986,85,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=VA1638
K71318,2023,,07/08/2023,07/18/2023,Out,Unknown,5,7,1318,Lost Valley Creek,50.6185,-122.371,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K71318
G41307,2023,Modified,07/08/2023,,Out of Control,Lightning,4,4,1307,Finger Lake,53.591,-124.1523,4591.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41307
G91932,2023,Monitor,07/20/2023,,Out of Control,Unknown,4,9,1932,HWF-036,58.595,-120.004,0,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G91932
R41869,2023,Full,07/18/2023,07/19/2023,Out,Lightning,3,4,1869,2.3km SE of Kitseguecla River,55.0013,-127.7413,0.1,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R41869
R51710,2023,,07/14/2023,,Being Held,Unknown,3,5,1710,Kitlope River 2,53.125,-127.651,230,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=R51710
G11783,2023,Monitor,07/16/2023,,Being Held,Lightning,4,1,1783,Anzac River,54.9773,-122.1602,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G11783
G70195,2023,Full,05/03/2023,05/09/2023,Out,Person,4,7,195,South of Bissette Creek,55.6775,-120.1148,1.96,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G70195
K21639,2023,,07/12/2023,07/16/2023,Out,Lightning,5,2,1639,Squaam Bay,51.0865,-119.7754,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21639
G30258,2023,Full,05/10/2023,05/11/2023,Out,Person,4,3,258,Crescent Spurr,53.5694,-120.6794,0.5,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G30258
G90709,2023,Modified,06/10/2023,,Out of Control,Lightning,4,9,709,Ittsi Creek,59.8265,-123.5519,37041.2,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G90709
G41422,2023,Full,07/09/2023,,Fire of Note,Lightning,4,4,1422,Nithi Mountain,53.9829,-124.8257,736.6,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=G41422
K21987,2023,,07/20/2023,,Being Held,Unknown,5,2,1987,5km Knouff Lk Rd,50.9034,-120.1466,0.009,https://wildfiresituation.nrs.gov.bc.ca/incidents?fireYear=2023&incidentNumber=K21987
